precio_lici,tipo_cont,tipo_pro,por_adj
98000.0,Servicios,Abierto,0.993265306122449
212340.99,Suministros,Abierto,0.557184743275427
28637.6,Suministros,Abierto simplificado,0.6896897784730565
176400.0,Suministros,Abierto,0.23214285714285715
11663.0,Servicios,Abierto simplificado,0.97436337134528
365670.75,Servicios,Abierto,0.9906223563137057
363000.0,Suministros,Abierto,0.8347470798898071
233240.91,Obras,Abierto simplificado,0.7999999657006998
202730.0,Servicios,Abierto,0.38128545355892074
465000.0,Servicios,Abierto,0.1497657419354839
105385.39,Obras,Abierto simplificado,0.8202800217373585
139530.58,Obras,Abierto simplificado,0.9322884632171673
380616.49,Obras,Abierto,0.7561417005343095
36000.0,Servicios,Abierto simplificado,0.3333333333333333
72000.0,Servicios,Abierto,0.19444444444444445
121000.0,Servicios,Abierto,0.5
192000.0,Suministros,Abierto simplificado,0.9780208333333333
41008.87,Obras,Abierto simplificado,0.702677250068095
96000.0,Suministros,Abierto,0.24791666666666667
336044.76,Suministros,Abierto,0.9413467420232948
40000.0,Servicios,Abierto,0.5
